emb_type,m,n,best_C,train_acc,test_acc,train_f,test_f
cbow,8,2,46.41588833612782,0.8942757009345794,0.8848167539267016,0.8924467808407837,0.8833402095403013
SVD,8,3,599.4842503189421,0.8684064408661855,0.8706467661691543,0.8660367927300536,0.8688793270882823
skipgram,8,3,100000.0,0.90946261682243,0.9057591623036648,0.9082804887970793,0.9049623647700917
cbow,8,3,100000.0,0.8989485981308412,0.8848167539267016,0.8973605680808682,0.8833402095403013
SVD,8,4,0.0215443469003188,0.8023320377568017,0.8009950248756219,0.7941723168721891,0.7938833502489594
skipgram,8,4,46.41588833612782,0.7646028037383178,0.7382198952879581,0.7471196965797393,0.7194006095912296
cbow,8,4,3.593813663804626,0.7669392523364486,0.743455497382199,0.749964894157605,0.7258005636502428
SVD,8,5,0.0215443469003188,0.7867851193781232,0.7711442786069652,0.7764855391306122,0.7599970190370461
skipgram,8,5,46.41588833612782,0.759929906542056,0.7329842931937173,0.7413968164443349,0.7129469178264232
cbow,8,5,46.41588833612782,0.759929906542056,0.7329842931937173,0.7413968164443349,0.7129469178264232
SVD,8,6,0.2782559402207126,0.7812326485285952,0.7562189054726368,0.7700824928239481,0.7425547422125045
skipgram,8,6,46.41588833612782,0.7587616822429907,0.7277486910994765,0.7399592185873303,0.7064378743579125
cbow,8,6,46.41588833612782,0.7587616822429907,0.7277486910994765,0.7399592185873303,0.7064378743579125
SVD,8,7,3.593813663804626,0.7812326485285952,0.7562189054726368,0.7700824928239481,0.7425547422125045
skipgram,8,7,46.41588833612782,0.7575934579439252,0.7277486910994765,0.738518831422948,0.7064378743579125
cbow,8,7,46.41588833612782,0.7575934579439252,0.7277486910994765,0.738518831422948,0.7064378743579125
SVD,8,8,3.593813663804626,0.7812326485285952,0.7562189054726368,0.7700824928239481,0.7425547422125045
skipgram,8,8,599.4842503189421,0.758177570093458,0.7277486910994765,0.7392393748708402,0.7064378743579125
cbow,8,8,599.4842503189421,0.758177570093458,0.7277486910994765,0.7392393748708402,0.7064378743579125
SVD,9,2,46.41588833612782,0.988895058300944,0.9850746268656716,0.9888933461480173,0.9850768436698601
skipgram,9,2,46.41588833612782,0.8551401869158879,0.837696335078534,0.8508016125039324,0.8334541156811881
cbow,9,2,46.41588833612782,0.8539719626168224,0.837696335078534,0.8495350450849772,0.8334541156811881
SVD,9,3,46.41588833612782,0.8578567462520822,0.845771144278607,0.854865877582646,0.8426419194148828
skipgram,9,3,100000.0,0.860981308411215,0.8272251308900523,0.8571698359533971,0.8220794541046473
cbow,9,3,100000.0,0.8603971962616822,0.8272251308900523,0.8565408750632112,0.8220794541046473
SVD,9,4,0.0215443469003188,0.7962243198223209,0.8009950248756219,0.7872651163397374,0.7938833502489594
skipgram,9,4,3.593813663804626,0.7646028037383178,0.7382198952879581,0.7471196965797393,0.7194006095912296
cbow,9,4,3.593813663804626,0.7646028037383178,0.743455497382199,0.7471196965797393,0.7258005636502428
SVD,9,5,0.0215443469003188,0.7851193781232648,0.7711442786069652,0.774569567605708,0.7599970190370461
skipgram,9,5,46.41588833612782,0.759929906542056,0.7329842931937173,0.7413968164443349,0.7129469178264232
cbow,9,5,46.41588833612782,0.759929906542056,0.7329842931937173,0.7413968164443349,0.7129469178264232
SVD,9,6,0.2782559402207126,0.7812326485285952,0.7562189054726368,0.7700824928239481,0.7425547422125045
skipgram,9,6,46.41588833612782,0.7587616822429907,0.7277486910994765,0.7399592185873303,0.7064378743579125
cbow,9,6,46.41588833612782,0.7587616822429907,0.7277486910994765,0.7399592185873303,0.7064378743579125
SVD,9,7,3.593813663804626,0.7812326485285952,0.7562189054726368,0.7700824928239481,0.7425547422125045
skipgram,9,7,599.4842503189421,0.7587616822429907,0.7277486910994765,0.7399592185873303,0.7064378743579125
cbow,9,7,599.4842503189421,0.7587616822429907,0.7277486910994765,0.7399592185873303,0.7064378743579125
SVD,9,8,3.593813663804626,0.7812326485285952,0.7562189054726368,0.7700824928239481,0.7425547422125045
skipgram,9,8,599.4842503189421,0.7575934579439252,0.7277486910994765,0.738518831422948,0.7064378743579125
cbow,9,8,599.4842503189421,0.7575934579439252,0.7277486910994765,0.738518831422948,0.7064378743579125
SVD,10,2,46.41588833612782,0.9850083287062744,0.9850746268656716,0.9850043341044505,0.9850768436698601
skipgram,10,2,0.2782559402207126,0.8218457943925234,0.8167539267015707,0.8140675050816463,0.8105808813448789
cbow,10,2,46.41588833612782,0.8475467289719626,0.837696335078534,0.8425416325669981,0.8334541156811881
SVD,10,3,46.41588833612782,0.8567462520821766,0.845771144278607,0.8536841799347133,0.8426419194148828
skipgram,10,3,100000.0,0.798481308411215,0.7591623036649214,0.7873928986493074,0.744693589031371
cbow,10,3,100000.0,0.7920560747663551,0.743455497382199,0.7799089518952289,0.7258005636502428
SVD,10,4,0.0215443469003188,0.7962243198223209,0.7960199004975125,0.7872651163397374,0.7883207667073149
skipgram,10,4,46.41588833612782,0.7646028037383178,0.7382198952879581,0.7471196965797393,0.7194006095912296
cbow,10,4,46.41588833612782,0.7651869158878505,0.743455497382199,0.7478320005920295,0.7258005636502428
SVD,10,5,0.0016681005372,0.7895613548028872,0.7711442786069652,0.7796695704493098,0.7599970190370461
skipgram,10,5,46.41588833612782,0.759929906542056,0.7329842931937173,0.7413968164443349,0.7129469178264232
cbow,10,5,46.41588833612782,0.759929906542056,0.7329842931937173,0.7413968164443349,0.7129469178264232
SVD,10,6,0.2782559402207126,0.7812326485285952,0.7562189054726368,0.7700824928239481,0.7425547422125045
skipgram,10,6,46.41588833612782,0.7587616822429907,0.7277486910994765,0.7399592185873303,0.7064378743579125
cbow,10,6,46.41588833612782,0.7587616822429907,0.7277486910994765,0.7399592185873303,0.7064378743579125
SVD,10,7,3.593813663804626,0.7812326485285952,0.7562189054726368,0.7700824928239481,0.7425547422125045
skipgram,10,7,599.4842503189421,0.7587616822429907,0.7277486910994765,0.7399592185873303,0.7064378743579125
cbow,10,7,599.4842503189421,0.7587616822429907,0.7277486910994765,0.7399592185873303,0.7064378743579125
SVD,10,8,3.593813663804626,0.7812326485285952,0.7562189054726368,0.7700824928239481,0.7425547422125045
skipgram,10,8,599.4842503189421,0.7575934579439252,0.7277486910994765,0.738518831422948,0.7064378743579125
cbow,10,8,599.4842503189421,0.7575934579439252,0.7277486910994765,0.738518831422948,0.7064378743579125
SVD,11,2,599.4842503189421,0.983342587451416,0.9850746268656716,0.9833371931716729,0.9850768436698601
skipgram,11,2,0.2782559402207126,0.804322429906542,0.8010471204188482,0.7941388654517099,0.7930803925568323
cbow,11,2,46.41588833612782,0.8148364485981309,0.8010471204188482,0.8061497853074522,0.7930803925568323
SVD,11,3,46.41588833612782,0.8561910049972238,0.8407960199004975,0.8530929022366466,0.837328782584356
skipgram,11,3,46.41588833612782,0.7774532710280374,0.7591623036649214,0.7626388533817757,0.744693589031371
cbow,11,3,0.2782559402207126,0.7774532710280374,0.7591623036649214,0.7626388533817757,0.744693589031371
SVD,11,4,0.0215443469003188,0.7956690727373681,0.7910447761194029,0.7866345958924238,0.7827255401614595
skipgram,11,4,46.41588833612782,0.764018691588785,0.7382198952879581,0.7464067189382436,0.7194006095912296
cbow,11,4,46.41588833612782,0.7646028037383178,0.7382198952879581,0.7471196965797393,0.7194006095912296
