emb_type,m,n,best_C,train_acc,test_acc,train_f,test_f
SVD,12,8,46.41588833612782,0.7477403451109285,0.7573529411764706,0.6531887992583437,0.6527811961604726
skipgram,12,8,1e-05,0.9028697571743928,0.8712871287128713,0.856783597875468,0.8113573262088114
cbow,12,8,1e-05,0.9028697571743928,0.8712871287128713,0.856783597875468,0.8113573262088114
SVD,13,2,0.2782559402207126,0.7469186524239935,0.7573529411764706,0.6540176497502492,0.6527811961604726
skipgram,13,2,1e-05,0.9028697571743928,0.8712871287128713,0.856783597875468,0.8113573262088114
cbow,13,2,1e-05,0.9028697571743928,0.8712871287128713,0.856783597875468,0.8113573262088114
SVD,13,3,0.2782559402207126,0.7469186524239935,0.7573529411764706,0.6513977914300091,0.6527811961604726
skipgram,13,3,1e-05,0.9028697571743928,0.8712871287128713,0.856783597875468,0.8113573262088114
cbow,13,3,1e-05,0.9028697571743928,0.8712871287128713,0.856783597875468,0.8113573262088114
SVD,13,4,46.41588833612782,0.7469186524239935,0.7573529411764706,0.6513977914300091,0.6527811961604726
skipgram,13,4,1e-05,0.9028697571743928,0.8712871287128713,0.856783597875468,0.8113573262088114
cbow,13,4,1e-05,0.9028697571743928,0.8712871287128713,0.856783597875468,0.8113573262088114
SVD,13,5,3.593813663804626,0.7452752670501233,0.7573529411764706,0.6477898528567937,0.6527811961604726
skipgram,13,5,1e-05,0.9028697571743928,0.8712871287128713,0.856783597875468,0.8113573262088114
cbow,13,5,1e-05,0.9028697571743928,0.8712871287128713,0.856783597875468,0.8113573262088114
SVD,13,6,46.41588833612782,0.7469186524239935,0.7573529411764706,0.6513977914300091,0.6527811961604726
skipgram,13,6,1e-05,0.9028697571743928,0.8712871287128713,0.856783597875468,0.8113573262088114
cbow,13,6,1e-05,0.9028697571743928,0.8712871287128713,0.856783597875468,0.8113573262088114
SVD,13,7,46.41588833612782,0.7477403451109285,0.7573529411764706,0.6531887992583437,0.6527811961604726
skipgram,13,7,1e-05,0.9028697571743928,0.8712871287128713,0.856783597875468,0.8113573262088114
cbow,13,7,1e-05,0.9028697571743928,0.8712871287128713,0.856783597875468,0.8113573262088114
SVD,13,8,46.41588833612782,0.7477403451109285,0.7573529411764706,0.6531887992583437,0.6527811961604726
skipgram,13,8,1e-05,0.9028697571743928,0.8712871287128713,0.856783597875468,0.8113573262088114
cbow,13,8,1e-05,0.9028697571743928,0.8712871287128713,0.856783597875468,0.8113573262088114
SVD,14,2,3.593813663804626,0.7452752670501233,0.7573529411764706,0.6530641902747466,0.6527811961604726
skipgram,14,2,1e-05,0.9028697571743928,0.8712871287128713,0.856783597875468,0.8113573262088114
cbow,14,2,1e-05,0.9028697571743928,0.8712871287128713,0.856783597875468,0.8113573262088114
SVD,14,3,0.2782559402207126,0.7460969597370584,0.7573529411764706,0.6495981694131512,0.6527811961604726
skipgram,14,3,1e-05,0.9028697571743928,0.8712871287128713,0.856783597875468,0.8113573262088114
